src_tokens,trg_tokens,src_tokens_word,trg_tokens_word,src_ids,trg_ids,src_ids_word,trg_ids_word,src_len,trg_len,src_len_word,trg_len_word
"['▁tom', '▁was', '▁told', '▁about', '▁it', '.']","['▁टमलाई', '▁यसको', '▁बारेमा', '▁बत', 'ाइ', 'यो', '।']","['▁tom', '▁was', '▁told', '▁about', '▁it.']","['▁टमलाई', '▁यसको', '▁बारेमा', '▁बताइयो।']","[2, 22, 74, 361, 181, 63, 4, 3]","[2, 116, 634, 415, 1371, 129, 22, 4, 3]","[2, 5, 19, 110, 52, 70, 3]","[2, 18, 184, 107, 2548, 3]",8,9,7,6
"['▁tom', '▁will', '▁not', '▁go', '▁will', '▁he', '?']","['▁टम', '▁जानेछ', 'ैन', ',', '▁के', '▁ऊ', '▁जान्छ', '?']","['▁tom', '▁will', '▁not', '▁go', '▁will', '▁he?']","['▁टम', '▁जानेछैन,', '▁के', '▁ऊ', '▁जान्छ?']","[2, 22, 102, 37, 76, 102, 46, 6, 3]","[2, 16, 2496, 48, 2973, 34, 196, 1487, 5, 3]","[2, 5, 26, 10, 53, 26, 234, 3]","[2, 5, 2004, 7, 38, 1, 3]",9,10,8,7
"['▁we', '▁never', '▁said', '▁goodbye', '.']","['▁हामीले', '▁कहिल्यै', '▁अल', 'वि', 'दा', '▁भनेन', 'ौं', '।']","['▁we', '▁never', '▁said', '▁goodbye.']","['▁हामीले', '▁कहिल्यै', '▁अलविदा', '▁भनेनौं।']","[2, 61, 283, 297, 2248, 4, 3]","[2, 296, 319, 443, 478, 112, 1809, 144, 4, 3]","[2, 21, 83, 95, 1840, 3]","[2, 71, 77, 1460, 2723, 3]",7,10,6,6
"['▁we', '▁would', '▁better', '▁get', '▁ready', '.']","['▁हामी', '▁तयार', '▁हुनु', '▁राम्रो', '▁हुन्छ', '।']","['▁we', '▁would', '▁better', '▁get', '▁ready.']","['▁हामी', '▁तयार', '▁हुनु', '▁राम्रो', '▁हुन्छ।']","[2, 61, 143, 439, 179, 1015, 4, 3]","[2, 123, 1253, 635, 175, 357, 4, 3]","[2, 21, 38, 148, 58, 884, 3]","[2, 39, 433, 249, 30, 137, 3]",8,8,7,7
"['▁we', '▁will', '▁go', '▁after', '▁we', '▁eat', '.']","['▁खाना', '▁खाइ', 'स', 'के', 'पछि', '▁जान्छ', 'ौं', '।']","['▁we', '▁will', '▁go', '▁after', '▁we', '▁eat.']","['▁खाना', '▁खाइसकेपछि', '▁जान्छौं।']","[2, 61, 102, 76, 446, 61, 320, 4, 3]","[2, 469, 1075, 2938, 1319, 1633, 1487, 144, 4, 3]","[2, 21, 26, 53, 156, 21, 761, 3]","[2, 138, 1715, 2007, 3]",9,10,8,5
"['▁what', '▁did', '▁you', '▁just', '▁say', '?']","['▁भर्खरै', '▁के', '▁भन्नुभयो', '?']","['▁what', '▁did', '▁you', '▁just', '▁say?']","['▁भर्खरै', '▁के', '▁भन्नुभयो?']","[2, 94, 101, 21, 263, 350, 6, 3]","[2, 899, 34, 2786, 5, 3]","[2, 23, 25, 6, 76, 1316, 3]","[2, 279, 7, 2732, 3]",8,6,7,5
"['▁what', '▁do', '▁o', 'st', 'ric', 'hes', '▁eat', '?']","['▁अस्ट', '्रि', 'च', 'ले', '▁के', '▁खान्छ', '?']","['▁what', '▁do', '▁ostriches', '▁eat?']","['▁अस्ट्रिचले', '▁के', '▁खान्छ?']","[2, 94, 35, 51, 97, 1769, 665, 320, 6, 3]","[2, 414, 1361, 2954, 18, 34, 2484, 5, 3]","[2, 23, 12, 1, 1075, 3]","[2, 1471, 7, 1725, 3]",10,9,6,5
"['▁where', '▁can', '▁we', '▁find', '▁you', '?']","['▁हामी', '▁तपाईंलाई', '▁कहाँ', '▁भेट्टाउन', '▁सक्छौं', '?']","['▁where', '▁can', '▁we', '▁find', '▁you?']","['▁हामी', '▁तपाईंलाई', '▁कहाँ', '▁भेट्टाउन', '▁सक्छौं?']","[2, 264, 100, 61, 496, 21, 6, 3]","[2, 123, 497, 239, 1977, 1552, 5, 3]","[2, 77, 45, 21, 155, 107, 3]","[2, 39, 135, 70, 777, 1290, 3]",8,8,7,7
"['▁where', '▁is', '▁your', '▁brother', '?']","['▁तपाइको', '▁भाई', '▁कहाँ', '▁हुनुहुन्छ', '?']","['▁where', '▁is', '▁your', '▁brother?']","['▁तपाइको', '▁भाई', '▁कहाँ', '▁हुनुहुन्छ?']","[2, 264, 32, 108, 727, 6, 3]","[2, 2612, 965, 239, 142, 5, 3]","[2, 77, 9, 29, 2635, 3]","[2, 1047, 771, 70, 59, 3]",7,7,6,6
"['▁who', '▁is', '▁that', '▁old', '▁woman', '?']","['▁ती', '▁वृद्ध', 'ा', '▁को', '▁हुन्', '?']","['▁who', '▁is', '▁that', '▁old', '▁woman?']","['▁ती', '▁वृद्धा', '▁को', '▁हुन्?']","[2, 213, 32, 56, 414, 1220, 6, 3]","[2, 244, 1514, 2927, 132, 370, 5, 3]","[2, 69, 9, 14, 181, 1, 3]","[2, 198, 1, 43, 401, 3]",8,8,7,6
"['▁whose', '▁book', 'l', 'et', '▁is', '▁that', '?']","['▁त्यो', '▁पु', 'स्', 'ति', 'का', '▁कसको', '▁हो', '▁', '?']","['▁whose', '▁booklet', '▁is', '▁that?']","['▁त्यो', '▁पुस्तिका', '▁कसको', '▁हो', '▁?']","[2, 1513, 321, 2982, 68, 32, 56, 6, 3]","[2, 135, 381, 28, 82, 94, 2364, 56, 2926, 5, 3]","[2, 622, 1, 9, 146, 3]","[2, 21, 2445, 913, 124, 34, 3]",9,11,6,7
"['▁why', '▁did', '▁not', '▁you', '▁answer', '?']","['▁तिमीले', '▁जवाफ', '▁किन', '▁नदि', 'एको', '▁', '?']","['▁why', '▁did', '▁not', '▁you', '▁answer?']","['▁तिमीले', '▁जवाफ', '▁किन', '▁नदिएको', '▁?']","[2, 193, 101, 37, 21, 725, 6, 3]","[2, 358, 807, 206, 1728, 102, 2926, 5, 3]","[2, 55, 25, 10, 6, 1, 3]","[2, 87, 235, 49, 2281, 34, 3]",8,9,7,7
"['▁why', '▁shop', '▁there', '▁anyway', '?']","['▁जे', '▁भए', '▁पनि', '▁त्यहाँ', '▁पसल', '▁किन', '▁', '?']","['▁why', '▁shop', '▁there', '▁anyway?']","['▁जे', '▁भए', '▁पनि', '▁त्यहाँ', '▁पसल', '▁किन', '▁?']","[2, 193, 1860, 161, 2602, 6, 3]","[2, 390, 391, 182, 349, 964, 206, 2926, 5, 3]","[2, 55, 1350, 51, 1, 3]","[2, 101, 175, 31, 88, 1114, 49, 34, 3]",7,10,6,9
"['▁will', '▁you', '▁let', '▁tom', '▁sing', '?']","['▁के', '▁तपाइँ', '▁टमलाई', '▁ग', 'ाउन', '▁दि', 'नुहुनेछ', '?']","['▁will', '▁you', '▁let', '▁tom', '▁sing?']","['▁के', '▁तपाइँ', '▁टमलाई', '▁गाउन', '▁दिनुहुनेछ?']","[2, 102, 21, 254, 22, 718, 6, 3]","[2, 34, 343, 116, 20, 210, 185, 2564, 5, 3]","[2, 26, 6, 92, 5, 1, 3]","[2, 7, 111, 18, 1839, 2196, 3]",8,10,7,7
"['▁you', '▁are', '▁going', '▁to', '▁be', '▁ok', '.']","['▁तपाईं', '▁ठीक', '▁हुन', '▁हुनुहुनेछ', '।']","['▁you', '▁are', '▁going', '▁to', '▁be', '▁ok.']","['▁तपाईं', '▁ठीक', '▁हुन', '▁हुनुहुनेछ।']","[2, 21, 73, 216, 10, 60, 1182, 4, 3]","[2, 84, 589, 354, 2828, 4, 3]","[2, 6, 15, 64, 7, 30, 1189, 3]","[2, 27, 172, 90, 1, 3]",9,7,8,6
"['▁your', '▁mother', '▁loves', '▁you', '.']","['▁तिम्री', '▁आमा', 'ले', '▁तिमीलाई', '▁माया', '▁गर्नुहुन्छ', '।']","['▁your', '▁mother', '▁loves', '▁you.']","['▁तिम्री', '▁आमाले', '▁तिमीलाई', '▁माया', '▁गर्नुहुन्छ।']","[2, 108, 635, 1246, 21, 4, 3]","[2, 1900, 503, 18, 309, 983, 909, 4, 3]","[2, 29, 297, 470, 48, 3]","[2, 709, 1518, 74, 460, 966, 3]",7,9,6,7
"['▁are', '▁you', '▁open', '▁on', '▁sunday', '?']","['▁के', '▁तपाई', '▁आइत', 'व', 'ार', '▁खाली', '▁हुनुहुन्छ', '?']","['▁are', '▁you', '▁open', '▁on', '▁sunday?']","['▁के', '▁तपाई', '▁आइतवार', '▁खाली', '▁हुनुहुन्छ?']","[2, 73, 21, 578, 81, 1570, 6, 3]","[2, 34, 45, 2234, 2958, 63, 874, 142, 5, 3]","[2, 15, 6, 353, 34, 1, 3]","[2, 7, 45, 1481, 258, 59, 3]",8,10,7,7
"['▁do', '▁you', '▁know', '▁about', '▁this', '?']","['▁के', '▁तपाईलाई', '▁यसको', '▁बारेमा', '▁थाहा', '▁छ', '?']","['▁do', '▁you', '▁know', '▁about', '▁this?']","['▁के', '▁तपाईलाई', '▁यसको', '▁बारेमा', '▁थाहा', '▁छ?']","[2, 35, 21, 121, 181, 86, 6, 3]","[2, 34, 246, 634, 415, 128, 13, 5, 3]","[2, 12, 6, 39, 52, 247, 3]","[2, 7, 53, 184, 107, 20, 29, 3]",8,9,7,8
"['▁do', '▁you', '▁live', '▁here', '▁alone', '?']","['▁तिमी', '▁यहाँ', '▁एक्लै', '▁बस्छौ', '?']","['▁do', '▁you', '▁live', '▁here', '▁alone?']","['▁तिमी', '▁यहाँ', '▁एक्लै', '▁बस्छौ?']","[2, 35, 21, 370, 169, 677, 6, 3]","[2, 120, 232, 372, 2521, 5, 3]","[2, 12, 6, 199, 99, 1409, 3]","[2, 60, 55, 91, 2578, 3]",8,7,7,6
"['▁do', '▁you', '▁live', '▁here', '▁alone', '?']","['▁तपाई', '▁यहाँ', '▁एक्लै', '▁बस्नुहुन्छ', '?']","['▁do', '▁you', '▁live', '▁here', '▁alone?']","['▁तपाई', '▁यहाँ', '▁एक्लै', '▁बस्नुहुन्छ?']","[2, 35, 21, 370, 169, 677, 6, 3]","[2, 45, 232, 372, 1997, 5, 3]","[2, 12, 6, 199, 99, 1409, 3]","[2, 45, 55, 91, 1154, 3]",8,7,7,6
"['▁do', '▁you', '▁live', '▁here', '▁alone', '?']","['▁त', '▁यहाँ', '▁एक्लै', '▁बस्छ', 'स्', '?']","['▁do', '▁you', '▁live', '▁here', '▁alone?']","['▁त', '▁यहाँ', '▁एक्लै', '▁बस्छस्?']","[2, 35, 21, 370, 169, 677, 6, 3]","[2, 15, 232, 372, 1106, 28, 5, 3]","[2, 12, 6, 199, 99, 1409, 3]","[2, 1046, 55, 91, 2574, 3]",8,8,7,6
"['▁do', '▁not', '▁sk', 'ip', '▁class', 'es', '▁ok', '?']","['▁कक्ष', 'ाहरू', '▁न', 'छो', 'ड', '्नुहोस्', ',', '▁ठीक', '▁छ', '?']","['▁do', '▁not', '▁skip', '▁classes', '▁ok?']","['▁कक्षाहरू', '▁नछोड्नुहोस्,', '▁ठीक', '▁छ?']","[2, 35, 37, 873, 687, 882, 53, 1182, 6, 3]","[2, 2362, 303, 55, 1598, 2968, 819, 2973, 589, 13, 5, 3]","[2, 12, 10, 1, 2761, 1748, 3]","[2, 1, 2275, 172, 29, 3]",10,12,7,6
"['▁give', '▁me', '▁that', '▁ir', 'on', '▁ball', '.']","['▁मलाई', '▁त्यो', '▁फलामको', '▁बल', '▁दिनुहोस्', '।']","['▁give', '▁me', '▁that', '▁iron', '▁ball.']","['▁मलाई', '▁त्यो', '▁फलामको', '▁बल', '▁दिनुहोस्।']","[2, 400, 78, 56, 1716, 28, 1668, 4, 3]","[2, 49, 135, 2637, 780, 754, 4, 3]","[2, 127, 33, 14, 2987, 2422, 3]","[2, 6, 21, 1142, 1151, 214, 3]",9,8,7,7
"['▁give', '▁me', '▁that', '▁ir', 'on', '▁ball', '.']","['▁मलाई', '▁त्यो', '▁फलामको', '▁बल', '▁द', 'े', 'ऊ', '।']","['▁give', '▁me', '▁that', '▁iron', '▁ball.']","['▁मलाई', '▁त्यो', '▁फलामको', '▁बल', '▁देऊ।']","[2, 400, 78, 56, 1716, 28, 1668, 4, 3]","[2, 49, 135, 2637, 780, 50, 2934, 2979, 4, 3]","[2, 127, 33, 14, 2987, 2422, 3]","[2, 6, 21, 1142, 1151, 2217, 3]",9,10,7,7
"['▁i', '▁am', '▁six', 'teen', '▁years', '▁old', '.']","['▁म', '▁सोह्र', '▁वर्षको', '▁भएँ', '।']","['▁i', '▁am', '▁sixteen', '▁years', '▁old.']","['▁म', '▁सोह्र', '▁वर्षको', '▁भएँ।']","[2, 8, 104, 1344, 1713, 549, 414, 4, 3]","[2, 6, 2552, 350, 1413, 4, 3]","[2, 4, 28, 1, 256, 588, 3]","[2, 4, 1333, 84, 577, 3]",9,7,7,6
"['▁i', '▁am', '▁six', 'teen', '▁years', '▁old', '.']","['▁म', '▁सोह्र', '▁वर्षको', '▁हुँ', '।']","['▁i', '▁am', '▁sixteen', '▁years', '▁old.']","['▁म', '▁सोह्र', '▁वर्षको', '▁हुँ।']","[2, 8, 104, 1344, 1713, 549, 414, 4, 3]","[2, 6, 2552, 350, 140, 4, 3]","[2, 4, 28, 1, 256, 588, 3]","[2, 4, 1333, 84, 48, 3]",9,7,7,6
"['▁i', '▁decided', '▁to', '▁try', '▁again', '.']","['▁मैले', '▁पु', 'न', ':', '▁प्रयास', '▁गर्ने', '▁निर्णय', '▁गरें', '।']","['▁i', '▁decided', '▁to', '▁try', '▁again.']","['▁मैले', '▁पुन:', '▁प्रयास', '▁गर्ने', '▁निर्णय', '▁गरें।']","[2, 8, 999, 10, 670, 382, 4, 3]","[2, 88, 381, 2929, 2989, 749, 233, 374, 561, 4, 3]","[2, 4, 359, 7, 252, 152, 3]","[2, 12, 2437, 217, 86, 93, 179, 3]",8,11,7,8
"['▁i', '▁decided', '▁to', '▁try', '▁again', '.']","['▁मैले', '▁फेरि', '▁प्रयास', '▁गर्ने', '▁निर्णय', '▁गरें', '।']","['▁i', '▁decided', '▁to', '▁try', '▁again.']","['▁मैले', '▁फेरि', '▁प्रयास', '▁गर्ने', '▁निर्णय', '▁गरें।']","[2, 8, 999, 10, 670, 382, 4, 3]","[2, 88, 684, 749, 233, 374, 561, 4, 3]","[2, 4, 359, 7, 252, 152, 3]","[2, 12, 200, 217, 86, 93, 179, 3]",8,9,7,8
"['▁i', '▁decided', '▁to', '▁vol', 'un', 'te', 'er', '.']","['▁मैले', '▁स्वयंसेवक', '▁हुने', '▁निर्णय', '▁गरें', '।']","['▁i', '▁decided', '▁to', '▁volunteer.']","['▁मैले', '▁स्वयंसेवक', '▁हुने', '▁निर्णय', '▁गरें।']","[2, 8, 999, 10, 2336, 119, 449, 48, 4, 3]","[2, 88, 2826, 563, 374, 561, 4, 3]","[2, 4, 359, 7, 1, 3]","[2, 12, 1336, 250, 93, 179, 3]",10,8,6,7
"['▁i', '▁do', '▁not', '▁have', '▁s', 'en', 'ior', 'ity', '.']","['▁मसँग', '▁व', 'रि', 'ष्ठ', 'ता', '▁छैन', '।']","['▁i', '▁do', '▁not', '▁have', '▁seniority.']","['▁मसँग', '▁वरिष्ठता', '▁छैन।']","[2, 8, 35, 37, 65, 14, 44, 2229, 517, 4, 3]","[2, 398, 65, 402, 1351, 146, 73, 4, 3]","[2, 4, 12, 10, 13, 1, 3]","[2, 103, 2988, 16, 3]",11,9,7,5
"['▁i', '▁drink', '▁wine', '▁every', '▁day', '.']","['▁म', '▁हरेक', '▁दिन', '▁वाइन', '▁पिउँछु', '।']","['▁i', '▁drink', '▁wine', '▁every', '▁day.']","['▁म', '▁हरेक', '▁दिन', '▁वाइन', '▁पिउँछु।']","[2, 8, 558, 1192, 204, 359, 4, 3]","[2, 6, 537, 207, 1462, 695, 4, 3]","[2, 4, 339, 1118, 149, 172, 3]","[2, 4, 154, 62, 599, 319, 3]",8,8,7,7
"['▁i', '▁got', '▁an', '▁a', '▁on', '▁my', '▁', 'ess', 'ay', '.']","['▁मैले', '▁मेरो', '▁नि', 'बन्ध', 'मा', '▁ए', '▁प', 'ाएँ', '।']","['▁i', '▁got', '▁an', '▁a', '▁on', '▁my', '▁essay.']","['▁मैले', '▁मेरो', '▁निबन्धमा', '▁ए', '▁पाएँ।']","[2, 8, 277, 67, 9, 81, 99, 2971, 294, 64, 4, 3]","[2, 88, 121, 166, 1701, 29, 72, 21, 1188, 4, 3]","[2, 4, 85, 74, 11, 34, 27, 1, 3]","[2, 12, 19, 2319, 1576, 2408, 3]",12,11,9,7
"['▁i', '▁hate', '▁girls', '▁like', '▁that', '.']","['▁म', '▁त्य', 'स्ता', '▁केटी', 'हरूलाई', '▁घृणा', '▁गर्छु', '।']","['▁i', '▁hate', '▁girls', '▁like', '▁that.']","['▁म', '▁त्यस्ता', '▁केटीहरूलाई', '▁घृणा', '▁गर्छु।']","[2, 8, 1149, 1569, 133, 56, 4, 3]","[2, 6, 125, 785, 1096, 1267, 976, 437, 4, 3]","[2, 4, 431, 855, 35, 65, 3]","[2, 4, 2151, 1677, 305, 139, 3]",8,10,7,7
"['▁i', '▁kissed', '▁tom', '▁yesterday', '.']","['▁मैले', '▁हिजो', '▁टमलाई', '▁चुम्बन', '▁गरें', '।']","['▁i', '▁kissed', '▁tom', '▁yesterday.']","['▁मैले', '▁हिजो', '▁टमलाई', '▁चुम्बन', '▁गरें।']","[2, 8, 1775, 22, 540, 4, 3]","[2, 88, 435, 116, 1533, 561, 4, 3]","[2, 4, 853, 5, 248, 3]","[2, 12, 123, 18, 527, 179, 3]",7,8,6,7
"['▁i', '▁know', '▁tom', '▁is', '▁tal', 'ented', '.']","['▁मलाई', '▁थाहा', '▁छ', '▁टम', '▁प्रतिभाशाली', '▁छ', '।']","['▁i', '▁know', '▁tom', '▁is', '▁talented.']","['▁मलाई', '▁थाहा', '▁छ', '▁टम', '▁प्रतिभाशाली', '▁छ।']","[2, 8, 121, 22, 32, 2505, 2558, 4, 3]","[2, 49, 128, 13, 16, 1020, 13, 4, 3]","[2, 4, 39, 5, 9, 1, 3]","[2, 6, 20, 22, 5, 321, 9, 3]",9,9,7,8
"['▁i', '▁know', '▁tom', '▁is', '▁not', '▁happy', '.']","['▁मलाई', '▁थाहा', '▁छ', '▁टम', '▁खुसी', '▁छैन', '।']","['▁i', '▁know', '▁tom', '▁is', '▁not', '▁happy.']","['▁मलाई', '▁थाहा', '▁छ', '▁टम', '▁खुसी', '▁छैन।']","[2, 8, 121, 22, 32, 37, 521, 4, 3]","[2, 49, 128, 13, 16, 395, 73, 4, 3]","[2, 4, 39, 5, 9, 10, 315, 3]","[2, 6, 20, 22, 5, 98, 16, 3]",9,9,8,8
"['▁i', '▁must', '▁find', '▁the', '▁answer', '.']","['▁यसको', '▁जवाफ', '▁मैले', '▁खोज', '्नुपर्छ', '।']","['▁i', '▁must', '▁find', '▁the', '▁answer.']","['▁यसको', '▁जवाफ', '▁मैले', '▁खोज्नुपर्छ।']","[2, 8, 494, 496, 23, 725, 4, 3]","[2, 634, 807, 88, 447, 1525, 4, 3]","[2, 4, 144, 155, 8, 712, 3]","[2, 184, 235, 12, 1751, 3]",8,8,7,6
"['▁i', '▁must', '▁find', '▁the', '▁answer', '.']","['▁यसको', '▁जवाफ', '▁मैले', '▁न', 'ख', 'ोज', 'ी', '▁हुदैन', '।']","['▁i', '▁must', '▁find', '▁the', '▁answer.']","['▁यसको', '▁जवाफ', '▁मैले', '▁नखोजी', '▁हुदैन।']","[2, 8, 494, 496, 23, 725, 4, 3]","[2, 634, 807, 88, 55, 2959, 334, 2945, 2560, 4, 3]","[2, 4, 144, 155, 8, 712, 3]","[2, 184, 235, 12, 2269, 1352, 3]",8,11,7,7
"['▁i', '▁only', '▁eat', '▁k', 'os', 'her', '▁food', '.']","['▁म', '▁कोषेर', '▁खाना', '▁मात्र', '▁खान्छु', '।']","['▁i', '▁only', '▁eat', '▁kosher', '▁food.']","['▁म', '▁कोषेर', '▁खाना', '▁मात्र', '▁खान्छु।']","[2, 8, 407, 320, 87, 516, 122, 803, 4, 3]","[2, 6, 2481, 469, 373, 332, 4, 3]","[2, 4, 119, 154, 1, 602, 3]","[2, 4, 934, 138, 104, 82, 3]",10,8,7,7
"['▁i', '▁only', '▁eat', '▁k', 'os', 'her', '▁food', '.']","['▁म', '▁कोषेर', '▁खाना', '▁बाहेक', '▁अरु', '▁ख', 'न्न', '।']","['▁i', '▁only', '▁eat', '▁kosher', '▁food.']","['▁म', '▁कोषेर', '▁खाना', '▁बाहेक', '▁अरु', '▁खन्न।']","[2, 8, 407, 320, 87, 516, 122, 803, 4, 3]","[2, 6, 2481, 469, 1279, 2233, 53, 148, 4, 3]","[2, 4, 119, 154, 1, 602, 3]","[2, 4, 934, 138, 450, 858, 1702, 3]",10,10,7,8
"['▁i', '▁really', '▁appreciate', '▁it', '.']","['▁म', '▁साँच्चै', '▁यसको', '▁कदर', '▁गर्छु', '।']","['▁i', '▁really', '▁appreciate', '▁it.']","['▁म', '▁साँच्चै', '▁यसको', '▁कदर', '▁गर्छु।']","[2, 8, 250, 2309, 63, 4, 3]","[2, 6, 282, 634, 2238, 437, 4, 3]","[2, 4, 72, 1159, 70, 3]","[2, 4, 69, 184, 906, 139, 3]",7,8,6,7
